system:index,DTM_10m,aspect,dtm10_focal,hillshade,isothermality,ndvi,rain_coldestQuart,rain_driestMonth,rain_driestQuart,rain_mean_annual,rain_seasonailty,rain_warmestQuart,rain_wettestMonth,rain_wettestQuart,slope,soil_bd,soil_carbon,soil_ph,soil_sand,temp_annual_range,temp_coldestQuart,temp_diurnal_range,temp_driestQuart,temp_max_warmestMonth,temp_mean_annual,temp_min_coldestMonth,temp_seasonality,temp_warmestQuart,temp_wettestQuart,x,y,.geo
0,529.5302,142.35811886989524,61.668614575206625,110.951185880999,28.0,0.7957,737.0,109.0,384.0,2510.0,34.0,476.0,315.0,907.0,39.88256280850949,111,8,50,53,187.0,-7.0,53.0,70.0,155.0,51.0,-32.0,4901.0,116.0,27.0,6.064454267166411,61.08437499445181,
1,368.13843,117.75154660347455,53.45219167338871,81.32959165685583,28.0,0.8328,690.0,102.0,361.0,2376.0,35.0,449.0,303.0,867.0,39.258036204380595,124,10,52,56,188.0,4.0,54.0,83.0,167.0,63.0,-21.0,4913.0,128.0,38.0,6.0687629380487165,61.08437499445181,
2,322.64563,295.11569534315583,67.27236535750998,254.29873464735275,28.0,0.8373,750.0,111.0,389.0,2535.0,33.0,482.0,319.0,910.0,46.16295335444004,119,10,49,58,189.0,-15.0,53.0,62.0,148.0,44.0,-41.0,4894.0,109.0,20.0,6.085997621577932,61.08437499445181,
3,618.8763,305.70730977047253,73.36212281211465,249.39789377734274,28.0,0.79585,750.0,111.0,389.0,2535.0,33.0,482.0,319.0,910.0,43.20184682035853,134,8,50,57,189.0,-15.0,53.0,62.0,148.0,44.0,-41.0,4894.0,109.0,20.0,6.090306292460236,61.08437499445181,
4,675.2015,304.38474701396433,29.995145131228725,234.8520622639276,28.0,0.7555,756.0,113.0,392.0,2540.0,32.0,487.0,319.0,902.0,23.123907159297787,113,5,50,58,188.0,-24.0,53.0,51.0,138.0,34.0,-50.0,4861.0,98.0,10.0,6.120466988636294,61.08437499445181,
5,490.59348,93.25661166454609,50.06903254042701,86.99201325268207,28.0,0.76705,681.0,100.0,353.0,2332.0,35.0,440.0,297.0,852.0,43.07540640165251,128,6,52,63,190.0,3.0,55.0,83.0,167.0,62.0,-23.0,4929.0,127.0,37.0,6.137701672165442,61.08437499445181,
6,250.7485,74.27186623952066,56.9520738440981,77.3914890978737,28.0,0.822,746.0,111.0,387.0,2510.0,33.0,481.0,316.0,895.0,39.369322531909134,116,5,49,63,189.0,-22.0,54.0,55.0,141.0,37.0,-48.0,4913.0,102.0,13.0,6.142010343047747,61.08437499445181,
7,197.21172,281.6652553092007,24.06885709591344,221.07575083786398,28.0,0.84425,746.0,111.0,387.0,2510.0,33.0,481.0,316.0,895.0,16.98724680003208,112,8,49,61,189.0,-22.0,54.0,55.0,141.0,37.0,-48.0,4913.0,102.0,13.0,6.14631901393005,61.08437499445181,
8,634.6299,277.31957729517967,51.507625896221384,255.0,28.0,0.8078,754.0,115.0,394.0,2524.0,31.0,490.0,316.0,885.0,44.03622953040745,132,9,50,58,189.0,-35.0,53.0,39.0,126.0,22.0,-63.0,4855.0,87.0,-1.0,6.154936355694658,61.08437499445181,
9,811.8893,274.05820702308296,31.45506118159208,251.3890152573244,28.0,0.7743,636.0,117.0,399.0,2519.0,30.0,496.0,313.0,872.0,32.138217144084706,120,8,49,55,187.0,-44.0,53.0,28.0,116.0,12.0,-71.0,4816.0,76.0,-10.0,6.159245026576962,61.08437499445181,
10,739.4518,154.0114132806821,55.690108364832234,136.84534837694295,28.0,0.78755,726.0,108.0,374.0,2429.0,32.0,469.0,306.0,860.0,35.708683857326896,127,7,59,56,192.0,-28.0,55.0,49.0,137.0,30.0,-55.0,4925.0,96.0,7.0,6.24972711510514,61.08437499445181,
