soil_ph,soil_bd,DTM_10m,slope,temp_seasonality,soil_sand,rain_warmestQuart,soil_carbon,isothermality,aspect,ndvi,id
52,123,330.25317,31.657856117994157,5255,62,247,5,28,269.4959186582348,0.8246,79541
57,147,733.60144,12.981998195117852,7983,55,263,8,27,324.68888665923595,0.7568,3686
62,135,174.6647,23.826124954288936,7110,53,218,9,22,114.71450629763613,0.7896,11982
56,113,714.1727,13.582541688370705,7042,56,234,7,26,61.82122098087704,0.7298,14603
57,156,1055.9271,20.91096795043955,6629,54,278,3,28,322.8908626873711,0.7538,85512
53,146,665.3962,10.935045432407275,6940,59,264,8,25,85.98448874408457,0.7804,12248
52,127,865.453,15.657130006744234,5864,59,370,2,24,187.11072917314416,0.6986,77481
54,144,616.5662,5.188090157170592,7882,59,263,9,25,139.10561007392067,0.7363,31329
61,133,821.8477,8.210394807541903,7798,56,244,1,27,323.00970976752313,0.7141,23541
53,145,369.31058,9.141578640422813,7639,65,258,9,24,124.04175688087801,0.8062,33843
55,120,998.04565,7.610390245211269,6831,55,256,3,28,244.90048168707338,0.7041,18118
56,108,976.04236,4.938516266928661,7810,55,272,4,26,194.32340912033249,0.7137,28574
54,134,446.12415,18.80764842666009,7647,61,259,7,24,99.46579503763662,0.7702,33622
54,120,811.77075,5.502420742779318,7972,53,250,3,24,139.2630128659153,0.59375,43735
53,122,926.89777,5.120313063524659,6154,56,344,5,25,77.1148243990202,0.6717,76775
50,145,538.25085,7.944930409561984,7942,59,255,5,25,282.39687765005453,0.7973,31049
55,130,102.75254,5.718898371424633,5538,62,285,7,23,150.4494988603425,0.813,72982
52,115,899.32947,10.486158706312922,6407,56,280,3,28,303.2684360833986,0.752,14765
54,132,454.48557,19.272315393681385,6528,61,265,4,25,128.1995551052862,0.7243,66340
51,129,402.6717,57.96428288324959,5568,60,387,4,27,143.94184860324472,0.7884,59564
51,114,745.9091,35.11204252438888,4843,57,490,5,28,250.57416793095962,0.7168,65905
52,139,788.03326,10.756466333329131,7781,60,270,2,27,172.30562562192793,0.7506,2302
52,145,748.3226,20.5801993390643,8017,62,249,3,25,249.25065125751107,0.7205,51433
52,126,601.91010000000006,16.476520263394207,7974,57,262,5,26,120.74447412150056,0.7776,4591
60,128,797.54834,6.170127878824716,7869,56,244,3,27,78.12167377847051,0.6331,23862
52,141,844.97797,10.49678709520536,7779,62,282,5,26,274.1408111278963,0.80375,3641
56,120,632.8004,23.15046333799505,5265,59,429,8,23,120.2022625156822,0.725,55502
55,144,678.9024,6.336778756835185,7894,57,264,4,25,167.03876777921073,0.7719,31710
59,121,725.9481,5.398535115786444,5798,55,202,1,28,92.42211428645848,0.7569,80529
50,105,1018.3191,13.922601138044268,5848,53,332,7,27,273.182697013561,0.7203,57871
53,143,789.2566,15.749288496394072,7450,60,267,3,26,123.39129802285156,0.739,8885
56,122,802.2291,10.870986721733559,8014,51,248,2,24,85.6270290535731,0.6726,44445
56,120,667.20184,32.857754085406164,6162,61,270,6,28,228.33988548780758,0.8431,78906
52,142,736.52203,18.443873688324143,7648,58,260,4,27,139.92902546263173,0.7743,6351
54,131,535.2925,17.77182696442525,6547,58,268,6,25,87.26318662403042,0.7678,67443
53,145,615.29114,5.902011878376528,7901,60,262,7,25,172.86613720866671,0.7426,31554
55,155,756.57764,31.70093222194085,7966,60,252,6,25,73.54837883965162,0.7921,31731
55,138,873.7594,6.91233460322003,7759,58,249,2,26,120.6038785521827,0.7425,21393
52,134,793.22687,7.722814722828341,5715,58,367,4,24,244.9315851760542,0.71905,69610
57,110,773.57666,33.00402375541024,6480,57,231,5,28,313.0746003434271,0.7734,86192
51,135,919.87335,1.6742236829246322,7719,49,260,8,24,139.28239985824345,0.6552,37123
54,117,693.7939,8.831374678635923,7656,56,227,4,25,172.25560165291648,0.6681,17888
56,131,904.70245,14.397066477400783,7636,55,259,4,26,143.6093618377907,0.7636,22193
54,112,897.7543,14.548397050826992,7907,56,253,5,25,131.2708821737823,0.73385,23208
58,133,118.60354,11.380596223565888,6788,55,226,6,25,81.19491450591384,0.78185,86869
54,109,673.72186,7.212875708039103,5816,54,199,2,28,109.66401249717156,0.7645,80511
53,111,893.26166,5.613240650653147,6813,57,275,6,27,51.42442260383355,0.6661,74806
56,142,652.7689,2.939896335786728,7792,57,271,6,25,217.03650378765354,0.7598,32711
56,127,698.6143,4.186231868725404,8002,53,238,5,25,221.14585907334043,0.6746,49109
53,140,599.04047,24.3064939861399,7133,61,260,5,25,112.68617636173293,0.7349,10825
52,143,343.19934,15.46108833154837,7953,62,240,2,25,223.4845331663266,0.8177,31084
51,109,768.7157,11.398044422965375,5676,56,390,6,24,266.1113791812128,0.7114,54803
53,138,758.2942,4.066179693275577,7879,56,242,3,24,213.70618318774368,0.6927,39288
57,134,905.6453,7.364709021142742,7726,55,251,4,27,47.431322720780415,0.7714,23940
54,125,1038.5525,6.683035583680625,7685,56,267,6,27,223.19591829859527,0.74295,24789
54,127,820.4811,10.476082844682521,7615,55,228,4,25,101.79945238462494,0.81115,37756
59,125,911.8731,37.91171607937389,6760,54,285,5,27,271.9576636641963,0.805,17413
55,131,344.90903,5.730610614885509,6011,57,289,4,24,159.9787543544105,0.7486,70841
54,118,732.4564,4.45720184072459,8029,56,250,15,25,88.72176909605336,0.7449,53885
54,139,388.48184,5.506018008130893,7944,61,241,4,25,93.73375690217716,0.7598,31012
53,116,589.4776,56.70606091610423,5722,59,352,7,28,275.87873063246667,0.8058,58145
56,155,177.72401,6.16926222743453,7860,56,248,4,24,168.665098216021,0.65645,33206
48,118,460.12018,12.222249636931572,5263,62,418,6,24,138.49915343595768,0.67635,54935
51,124,973.12396,21.263815814918203,5723,55,267,0,28,328.2619276275106,0.78855,84315
51,115,804.119,1.519808424823706,8005,47,256,5,25,202.53661373548513,0.7065,53834
53,140,987.8981,11.536563627004842,6132,59,351,2,25,61.5753585403341,0.7098,76348
55,125,791.5499,2.812794749079193,7980,53,244,7,25,157.49267453415294,0.6259,49374
55,128,372.8452,23.36419546333078,5396,62,481,7,27,310.61935233870105,0.7859,59772
54,124,724.86597,3.7272922356462,7687,57,227,8,25,156.41915456016906,0.762,37951
54,149,352.66772,7.591204776981275,6388,58,259,3,24,209.6028806073989,0.73995,68421
60,125,909.1894,0.910888693751954,7807,54,261,9,27,205.51723211909157,0.6694,27846
57,132,381.36188,36.253939088655315,7396,52,239,9,26,273.73914415489065,0.8257,10200
50,120,550.1701,30.06164681357614,7986,59,246,8,26,180.5572558802325,0.7954,24547
55,112,865.78815,3.9404493077939993,7614,52,254,3,27,214.58159624654655,0.6899,21513
54,137,357.86426,17.21756477122193,8425,61,234,3,27,122.82662586273611,0.8094,637
53,136,825.23145,8.31310915895222,7998,55,259,3,25,179.79123773783627,0.74165,51789
56,147,568.04016,13.850997447856209,7204,60,259,5,25,181.54525835440916,0.7428,10582
53,150,436.4245,4.42644817940192,7941,63,249,7,26,148.0851498256351,0.7171,5817
54,138,196.8495,8.70562665377113,6501,62,236,3,24,207.95468603020734,0.7167,87435
61,134,760.52686,6.532720411365227,7481,48,248,2,26,136.57138749026632,0.5636,19488
55,133,797.09595,7.15512730993522,7942,52,238,8,24,61.882523300064946,0.5599,40136
52,124,844.2625,11.602569347758797,5746,57,372,18,24,148.4397796433809,0.7335,69400
51,144,503.93558,15.310530526306847,7672,60,258,8,26,245.1109266977699,0.774,8625
51,104,645.527,32.787331923504816,5878,57,267,7,28,273.5977518728771,0.8279,84715
50,149,313.2838,6.77229126421572,7659,62,252,8,24,144.64752880520967,0.7868,33787
51,125,345.6412,18.35786039262044,5439,64,388,6,23,144.78944317683187,0.7814,55932
56,137,995.02716,23.011812955015973,7006,49,286,6,27,288.89663297539516,0.7233,19584
53,110,90.452705,25.362878283019665,4694,60,399,10,27,187.24488176855766,0.8565,188
57,131,698.41425,2.2344976942068286,8055,54,243,9,25,247.92522071943324,0.5896,50676
56,105,693.7806,44.04708378388238,5376,56,482,6,26,225.10145448333304,0.8263,60191
47,112,403.26147,37.72398202649664,5929,64,261,24,29,97.95527297136928,0.8387,58479
58,143,834.517,21.802829241589265,7959,56,247,2,25,56.42574082405434,0.7094,23121
54,103,783.2574,37.8623458712617,5368,52,293,0,29,240.67670888413178,0.7555,84395
54,131,1133.1499,31.744108607388725,6860,54,247,0,28,332.95349296038984,0.55075,85475
62,135,794.8474,23.564262884992825,5937,53,197,3,28,54.49437430933095,0.7878,83122
59,126,1010.12445,15.078867395542092,7802,51,258,1,27,192.10988849035203,0.71295,26321
59,115,765.1722,2.411686104255107,7898,53,233,5,24,186.92830617185936,0.58715,42392
50,107,989.4177,13.063463434763502,6561,56,219,7,28,155.48735330813017,0.7678,82448
56,96,250.72696,40.07430076314646,5152,62,434,8,28,285.1273506370529,0.8752,57080
52,140,324.1101,22.025321297289377,6003,59,283,3,24,145.15873506908,0.74045,71140
58,134,378.38528,23.43776207775783,7396,52,239,8,26,292.1082033631098,0.81565,10210
59,139,1019.81323,17.022309546739724,7244,56,251,3,27,40.163452600448345,0.79645,73424
53,140,509.71252,16.691005387739533,6543,60,265,1,25,117.32545684809736,0.68005,67719
46,132,354.2952,29.746097694871352,5287,61,480,14,26,51.67632317973353,0.805,60495
57,148,768.77966,12.64063626376755,7966,54,239,5,25,77.42973205564901,0.71385,50315
51,133,403.39053,8.949434302997474,5441,58,374,7,23,171.72916897963455,0.78775,56568
58,128,735.56226,5.666405993217512,7920,54,237,9,24,54.15759826210256,0.524,41248
48,126,382.40637,19.59866470369609,5273,60,407,6,24,245.11543899413076,0.8128,55396
53,108,296.31226,46.15142279321618,5232,63,214,5,29,288.53619343447735,0.7464,81622
58,133,122.051636,16.254114899352434,6541,52,228,9,24,260.8591470146202,0.75525,87406
57,131,740.71674,5.440983433634771,8020,54,242,5,24,219.56214770592197,0.569,45228
52,140,328.1862,18.897568592119537,7665,64,248,9,24,125.68788997644441,0.779,8978
62,126,398.552,40.165374826998324,4981,57,252,10,28,176.92140392118694,0.8324,63765
54,124,865.6908,5.777055171276052,7850,55,252,6,24,219.5164316789298,0.6827,38859
59,138,697.6945,4.980202041629415,8081,52,234,10,25,63.35595216256883,0.6729,49488
60,138,829.50824,6.303616272945676,7585,54,250,1,27,79.16707343125537,0.5196,20244
55,136,982.82996,12.823615197661661,7811,54,266,0,27,37.140416105577835,0.7443,27963
56,119,841.60913,4.648887462477868,8030,58,254,4,25,94.91516457401214,0.7444,53090
51,119,965.38196,9.017187466828776,7822,53,269,6,27,173.9159644430324,0.7822,28370
58,113,590.8056,44.72391722553331,6635,57,180,9,29,101.64941606971009,0.79885,85975
52,157,260.26736,10.017591987287009,7652,65,252,9,24,258.92124721733524,0.80155,33773
58,137,542.87573,24.17308671999996,6597,52,275,21,25,235.5598026755056,0.7146,77130
55,103,985.6151,21.43494015853724,6293,57,267,2,28,305.45946904237144,0.7821,86184
53,146,106.98807,3.581105962876895,6995,65,224,7,22,220.35210604331655,0.78315,35229
61,149,755.80615,1.8438423834951216,7936,53,246,3,24,194.90169965578914,0.39295,42127
57,123,887.04663,9.178993092473274,5868,55,209,2,28,47.67238405609802,0.7515,82919
52,125,923.67255,26.54565724520851,6489,52,222,3,28,126.02143546051967,0.7715,85770
58,141,620.81055,7.042128217865484,7811,56,223,1,25,226.941818148331,0.7892,43297
53,143,598.6956,6.497382959223054,7070,62,259,3,25,192.2056720152362,0.6857,11453
51,107,612.3541,5.829869920747757,4852,55,502,20,28,297.2838457945962,0.73995,57641
52,135,390.7161,8.828636993869406,8070,59,234,2,25,191.02582099183357,0.8416,30693
55,118,315.23013,15.515149355230132,5627,60,250,6,29,160.81469157499728,0.7572,77846
51,126,278.0143,19.41568073432727,5446,66,383,7,23,123.51304285003715,0.7859,55910
59,137,741.5071,2.1656540688995736,7931,53,244,4,24,135.40469797801222,0.6372,42740
62,149,760.00146,0,7922,55,246,6,24,22.833927347464577,0.423,41983
50,111,912.90796,15.162234638363367,6412,49,276,16,28,118.96915447942364,0.6982,15213
55,129,784.3375,8.225289268170489,7452,53,239,5,26,203.82204387240313,0.79195,17363
54,109,617.3433,11.761868470781051,5131,56,327,4,28,229.89758839543143,0.7746,64303
53,111,402.4396,35.60356514220909,5745,62,211,6,28,274.8812919499956,0.8227,80052
55,134,895.08606,3.6062189183110687,8002,56,250,8,24,249.3267056249437,0.6486,45547
53,140,134.75919,22.408425618360805,5933,59,275,3,23,178.95188052701744,0.8272,71969
58,137,767.13135,1.5953470430381238,8004,54,252,7,24,222.3741923347748,0.6681,48395
57,125,841.98944,5.730858895393051,7958,57,252,5,24,315.25486580366356,0.6216,43793
53,150,645.8379,27.443471032394786,5988,61,337,3,25,178.69733131297411,0.7373,66280
52,130,49.201378,17.640037583767988,5788,64,200,4,28,54.65081051185589,0.8762,79200
52,117,987.80853,20.42723826748361,6771,60,275,4,26,190.99960351452089,0.7485,75521
52,81,828.323,6.6629558124390815,6361,54,273,8,28,151.07062814456464,0.7527,13720
57,121,862.3157,2.543332384332898,7967,52,262,18,26,138.99694231662141,0.7516,27263
52,134,878.43945,11.500442981333759,7982,53,270,4,24,258.8026094472447,0.6517,51283
57,144,839.3664,17.67301098266956,7957,54,270,5,26,69.33493646313443,0.79415,3562
52,148,439.13367,4.799071026557431,7651,66,261,6,24,158.2842873331185,0.76,33551
56,147,647.9364,12.188623023850617,7805,56,227,4,25,239.5635818721992,0.6793,40039
57,141,742.1874,2.681324336975217,7972,55,242,4,24,244.56888728075398,0.4638,43613
54,125,932.75256,3.2081400140347456,6669,54,278,5,26,68.09869088193388,0.6651,74881
56,122,948.1594,25.75750794706605,6707,54,257,4,28,261.5968706840983,0.7771,82202
56,112,877.2336,7.87466328346596,7966,57,257,7,24,260.2449111702857,0.59105,43978
56,135,829.0571,15.292040027720423,7545,56,247,4,25,269.6225795177441,0.7952,37419
54,127,848.2639,8.149729018583448,7422,53,239,7,25,76.9020624870782,0.7831,36523
55,136,812.7961,4.865765227435808,7713,51,252,2,24,134.07078126794423,0.7259,36767
55,129,724.3575,3.422646280422908,8012,51,241,3,24,267.0879790176665,0.486,43702
52,135,1138.0106,24.67367075165958,6553,47,321,7,25,211.8552543084102,0.7047,73870
52,128,789.8246,5.354698846371883,7717,54,250,4,24,204.62643530667387,0.7822,36428
50,144,256.53757,9.445747458634038,6772,64,234,3,24,220.0672161836499,0.80695,86844
53,147,490.17288,6.823544632994704,7854,60,259,8,24,215.4534609523885,0.74455,32352
54,141,770.1263,5.7535881595224625,7711,59,251,0,26,203.65234478961312,0.76285,22398
60,133,903.6245,11.668316437565363,7429,55,240,2,28,41.10108127832042,0.746,73450
50,147,638.56604,22.779912184298958,7132,62,259,7,25,163.4756112322452,0.7826,10892
56,139,668.4681,15.063296322953803,5944,61,352,6,25,193.83634131856815,0.78005,66644
58,141,716.4035,1.7239492456033678,7896,54,243,8,24,210.7442962912329,0.6732,39944
57,124,967.3875,5.828930063566793,7826,54,269,4,27,172.77072077530332,0.74305,28700
53,129,770.5043,2.430583553101327,8000,54,252,7,24,283.30796467205005,0.7134,48452
51,128,947.4386,38.836652091786256,5331,56,281,3,29,298.1411051858401,0.79185,82163
55,137,816.37225,26.772042141703373,6169,54,207,5,28,281.07091406442606,0.7545,83885
53,141,823.8147,10.669537076267725,7507,51,267,5,27,118.5354999612397,0.7585,6339
54,123,712.1528,6.0286908924132545,6734,57,250,10,28,53.276714384189034,0.69335,14401
52,115,591.1565,5.559471263856293,4525,59,416,9,28,206.16767624938979,0.70825,65063
55,142,524.485,22.3175848555143,7673,58,265,11,25,49.08096887988684,0.7556,7078
56,138,697.41003,4.790312717374559,8047,53,265,3,26,291.0548906449203,0.736,883
55,113,1081.6493,7.133328341185718,6977,59,277,6,27,282.4817117448673,0.66325,17722
55,131,759.0953,9.066574071221451,8006,52,249,5,24,287.97130210423256,0.5346,45006
51,128,943.40656,18.339496257589673,5679,57,231,6,28,213.62534122644047,0.78595,83034
55,141,874.4731,12.886361239356981,6529,56,268,20,28,309.2159496439533,0.7719,16213
53,120,530.3116,34.49547805738142,5258,62,320,11,28,253.3129526108044,0.82515,65419
57,127,804.06866,3.9147482963823,7915,52,249,7,24,163.25407977237234,0.53945,43278
56,118,901.6207,9.97805077797289,7399,60,247,6,26,263.6094400423103,0.7774,16913
54,115,782.2862,1.7791882207675458,8011,51,255,1,25,131.08776112369677,0.6887,53879
54,151,540.97260000000006,15.49101633473715,7714,59,263,8,25,119.11771694003272,0.7905,6447
51,128,873.8094,5.293248476808809,7688,48,257,6,25,230.93684605609033,0.6783,36414
56,140,792.20984,26.264632071315102,6309,58,290,6,25,58.25789820633986,0.704,67265
57,133,786.68365,2.4044814959799887,7974,54,256,16,26,225.54532429421818,0.65035,26961
50,115,859.3585,14.409239129986236,5868,62,385,4,25,247.32264586727746,0.6359,61468
53,138,247.14325,20.4087356639256,7577,64,249,6,24,101.32535675293204,0.8112,9352
53,119,173.97762,12.231017889399178,5535,62,295,9,23,179.47957550178685,0.8009,72971
55,134,444.41037,5.302777477002049,6353,59,268,5,24,95.77110543505236,0.6172,68121
54,142,666.0567,5.947026807987547,6768,59,265,9,25,159.1804639080838,0.7821,13345
57,124,677.4239,3.9873939103528215,7994,54,238,4,24,253.42400502378635,0.62215,43016
50,125,247.36963,26.02307768250368,5446,61,383,7,23,119.52537090701831,0.793,55894
52,151,468.90787,2.712176568362679,7860,61,250,6,25,191.20180112122696,0.7788,32055
50,116,415.38455,11.575242888673833,5437,59,423,5,25,119.82008646873189,0.74545,62004
55,110,808.9161,15.952483804167974,5928,62,205,4,28,123.22151283973488,0.771,83933
53,132,426.41553,29.232299721230632,5300,55,241,7,29,309.0923135686116,0.7726,77888
53,141,791.8452,2.9729540244700017,7999,51,252,5,24,57.49043705814715,0.7062,47909
55,128,788.16925,13.891193547035636,7664,54,224,5,25,71.71683796617333,0.82415,38435
55,109,854.05835,4.337289373748009,7975,54,254,6,24,223.47103969005198,0.65665,43669
56,129,76.90038,12.582638517095532,5596,64,282,6,23,106.37386318241087,0.7542,72741
52,132,512.33026,10.659347268379149,5307,59,248,5,28,209.84617896496832,0.803,63947
57,109,875.837,11.968212242964361,6926,57,241,2,27,230.75223574831634,0.77805,82310
61,126,919.78094,12.649995164951347,7648,51,253,4,26,67.62198355322361,0.5995,20833
59,117,162.82915,2.8423955670846284,4851,63,505,11,28,176.1775340807667,0.68395,59544
58,136,568.06415,6.6046907811984985,7674,61,256,3,27,162.83401688962755,0.7529,8447
55,124,841.24713,6.570733321678482,7417,53,242,5,26,245.37567904130043,0.7739,37605
58,122,744.5382,5.1191774306543385,8018,56,235,4,24,128.92520470525753,0.6487,43975
52,128,613.2416,9.556136028875752,5870,58,321,4,24,171.72443678735644,0.716,70663
59,138,672.51776,1.3729637448040932,7908,54,235,9,24,253.78748670974602,0.6768,39274
54,147,944.58453,18.15777831492535,5802,63,372,14,24,297.6834247158061,0.7604,67889
62,134,891.5144,4.330937057673937,7370,48,256,4,27,278.0309177214678,0.55255,19617
53,147,746.0971,17.351975885721373,7979,54,266,21,26,120.94347328413593,0.7896,4372
49,114,508.86243,14.745555283072589,4614,59,363,6,28,220.95155406793424,0.758,64442
57,117,578.3218,20.05458427472711,8061,55,238,4,25,63.95243953702676,0.6309,51705
53,139,798.86127,2.678125307615201,7713,53,249,8,24,139.34819135975928,0.7197,36670
52,126,850.76746,22.539958947744452,6086,57,329,3,25,98.89329868120493,0.7623,66074
58,136,862.60913,14.557142456444973,6602,58,219,4,28,321.78439197627773,0.714,82565
49,138,271.68317,29.59656346942015,6137,63,276,6,24,134.60602507650157,0.7428,70195
54,148,250.06438,8.688096576204998,7470,61,245,9,24,113.83630835429436,0.8124,34591
51,144,768.8968,2.781700660853572,7812,63,274,16,26,208.98702020252935,0.6867,5029
53,127,814.7068,30.738577166914816,6096,56,297,0,28,293.6940800430935,0.80645,14645
55,143,685.1196,10.344810572903729,8001,61,268,3,26,283.10938877215415,0.7589,1152
51,115,727.5779,16.193396293169414,5580,63,381,6,24,176.75689108391109,0.7259,70867
58,123,629.3794,9.136997752785675,6219,51,274,10,28,194.13837119168994,0.7624,14097
52,135,92.566444,1.526575015990752,4571,62,479,8,28,112.5855227204158,0.754,7
61,129,720.89,42.91854884414426,6613,51,186,5,28,134.55948645822662,0.7862,85841
52,117,925.3198,17.012016265163435,6407,56,280,4,28,324.71074448084147,0.7541,14766
57,143,613.8307,5.527798093698584,7925,62,265,4,26,260.9101376605044,0.6595,5060
56,133,857.2814,17.28857944213166,6188,56,259,17,28,244.98253437265885,0.7734,84058
60,143,712.6842,22.458386870953348,8012,54,242,6,25,202.0033839546415,0.684,23233
53,131,746.36584,15.838617777250196,6382,54,288,3,25,147.19792638181445,0.7405,77002
55,151,938.98,11.777512411021736,6780,51,279,1,26,168.0615931300379,0.68205,75042
53,124,596.80615,31.294717916036806,5593,57,372,5,23,138.28808426311284,0.6074,56167
62,127,956.1269,8.73084249058099,7314,52,258,8,27,64.7339681460935,0.61155,19610
56,139,692.6415,3.683328068226036,7927,54,240,5,24,294.2464023801581,0.5889,41594
55,137,733.71686,2.426522920818022,7996,55,235,5,24,73.9705946633844,0.6945,43890
58,109,879.57306,14.117559774445066,7850,54,243,6,25,134.29262336962702,0.6369,20414
55,138,781.62695,1.9778159674627052,7990,53,241,5,25,189.5382238977393,0.62255,46974
54,136,802.8626,2.364470935020477,7704,51,251,7,24,224.89282265540353,0.70545,36495
55,132,884.16473,4.240318672147939,7452,54,242,4,25,221.38568649044896,0.7332,15743
55,118,1021.59546,9.689564745766448,7740,57,264,3,27,166.29298679174354,0.7501,25677
56,118,256.47186,11.987066433429794,5451,64,412,5,25,143.18737665057503,0.7081,62084
58,137,758.50415,1.350205075872716,7903,54,244,4,24,287.11594788869513,0.56775,40837
57,151,306.1802,30.998898508717566,6731,55,242,33,25,164.03300291082476,0.84565,66042
53,139,795.60114,12.651855771244284,7512,53,266,4,27,187.7418574165901,0.733,7186
52,136,701.29663,15.113924409207831,7207,60,261,5,26,298.3235357732687,0.6752,10279
54,143,518.07886,13.730685769837573,5785,58,334,3,23,115.18175815754793,0.751,70870
47,125,465.2109,24.304809613187462,4584,56,419,13,28,173.67540690102263,0.8244,65518
52,127,661.76514,20.11514622342255,6973,60,266,6,24,176.24831994038465,0.771,12058
55,139,1031.1342,7.8349117135904285,7229,50,250,5,27,49.422591090056414,0.7851,73108
56,123,865.3777,45.037878447804815,5070,58,318,6,28,253.92345300019633,0.7867,82709
53,139,178.74594,6.808131933583902,6959,61,237,5,24,159.5389597414208,0.7071,29747
56,141,805.50574,14.507501049589262,7080,57,251,6,26,269.0132312074819,0.7766,14641
57,137,967.0751,6.20202517056079,7017,54,264,4,27,35.685820493723085,0.767,17787
53,120,884.527,6.588990441572802,6741,60,277,2,26,247.94448701258713,0.69355,76074
58,123,115.73414,23.10363915684698,7300,57,226,8,23,36.78099958138282,0.7649,10558
57,143,675.61334,5.598146568399361,7927,58,235,8,24,51.35245630626676,0.68805,39355
54,118,880.7657,18.417180019680817,5875,61,371,5,24,160.3419011370374,0.6853,66635
55,141,398.38736,21.20160054349533,7627,63,260,9,24,216.34416475681192,0.7788,8563
54,134,334.9844,40.55351082184396,5317,57,405,8,23,160.20885157308422,0.7852,55328
55,121,824.88684,5.7803308756186524,6948,52,238,7,27,168.20564520733305,0.7122,82023
52,144,498.65485,8.86419140571342,7934,59,249,4,25,254.07565569719443,0.7861,31146
58,117,873.0026,0.0625873000493908,7483,52,240,7,28,90.2978042723268,0.7123,73468
54,158,586.49005,10.010414153905417,8143,62,255,4,26,219.09826302489546,0.7249,3357
56,147,658.5524,1.490683152978916,8025,54,237,5,24,251.8401848307941,0.6642,45568
52,134,719.59406,11.285742142812458,7081,57,271,5,25,191.29098228864905,0.6915,10768
55,123,764.00226,3.0957495476899157,7687,52,248,5,24,157.54728174273956,0.7366,36317
51,144,174.36513,10.972269975435706,6806,64,233,6,23,239.18075803163867,0.74515,30458
54,123,812.22546,10.478084007065604,7342,52,239,5,26,95.50591070257144,0.7372,16967
56,144,689.16986,1.9878268678021775,8056,53,236,5,25,119.75838363675086,0.6671,50134
56,112,573.57245,7.9387040817510135,6264,55,272,7,28,316.9483274051121,0.7668,14332
57,143,678.5016,23.48058778878471,7929,61,242,5,25,263.570328398059,0.6104,50203
59,110,350.4505,41.159602676685175,7487,61,240,10,27,248.45258649602206,0.72725,74131
54,140,460.52197,23.705165132445966,7669,60,234,3,27,308.07882869957325,0.7102,20745
56,132,880.20264,1.4528695553678639,7449,52,241,3,25,244.25961567555808,0.7403,15679
53,111,889.9455,48.90289772702341,5882,59,318,3,28,66.65315103149355,0.64895,58490
55,130,802.71356,8.132100679582077,7438,52,273,4,27,149.40155473360804,0.74915,7151
49,112,165.47987,10.83064747490741,5574,60,292,8,22,279.81303933000413,0.8114,72986
53,123,296.2553,9.737400894328454,5166,64,216,8,28,274.4112867133659,0.7633,78284
54,130,413.53726,43.17340568250211,6522,60,253,5,25,291.6683156862209,0.8152,76964
53,132,890.3979,7.744854565425663,7934,54,258,5,24,213.13459682820886,0.5739,44184
57,130,962.1429,5.541589187736348,7848,54,263,4,26,85.74388129318832,0.75565,25646
51,140,697.4892,20.984029715259968,7832,62,273,7,25,219.91539320808783,0.8085,32343
62,141,916.0936,18.491797318095383,7515,52,250,6,26,46.708378103578966,0.7285,20053
54,144,589.91315,14.906954047713851,6962,62,261,3,25,132.73007742515108,0.79945,12427
51,107,627.6207,16.33684380218057,5682,59,231,7,28,80.82564358584204,0.75795,78671
57,134,711.3829,11.349256470645141,7797,51,233,4,25,267.98025253221124,0.81555,43184
55,132,944.7605,6.613676953060022,5806,60,366,3,24,257.2239278152179,0.66515,67934
57,137,528.5664,12.048437651028253,7998,59,248,7,25,30.299408481983804,0.7744,32007
52,120,95.92685,29.228329853716957,5510,65,308,7,23,137.41034844974035,0.8187,72944
53,130,853.6681,6.632609253915183,7922,50,257,6,24,248.05905346541405,0.553,43030
51,153,681.44006,11.877564743043589,7886,60,268,8,25,117.60664086404441,0.7718,31911
51,118,256.90775,4.443298786187999,5191,62,215,5,29,190.27219355988788,0.7326,78186
59,133,797.0968,2.788745495093127,7745,54,237,1,27,64.66585517379993,0.7294,23057
57,149,582.6383,11.766202371348923,7948,56,233,2,25,322.3922612229613,0.6501,49720
55,139,514.2142,2.9959170777729893,6284,59,277,6,24,147.25777071896084,0.642,68361
55,127,109.736465,12.436951768681185,4614,57,364,7,25,197.0443531320654,0.7477,250
54,140,500.20834,2.4722341429190076,8001,59,254,7,25,124.54908758028797,0.7293,2401
55,136,772.7335,2.961476758108665,7651,52,249,10,25,242.93846009062435,0.76345,35901
52,123,71.41576,17.321668406118494,4608,60,355,10,25,209.63828684667607,0.7614,324
54,127,83.88242,6.506312413005286,4601,61,362,6,25,197.15928413666566,0.78805,279
58,142,759.8795,0.30345497854757875,7921,54,243,6,24,180.08374632539648,0.5894,41104
62,124,311.87057,15.176103628763792,8047,50,239,16,25,292.787383447431,0.8279,31189
56,124,792.0604,3.453280681728294,8044,53,248,4,25,336.1776267954983,0.6486,50800
54,117,661.8946,19.51090031878044,5336,54,266,10,29,289.7242470964114,0.8066,83861
54,142,645.7664,7.356779580533133,6962,62,262,3,24,146.1752168433124,0.7628,12305
54,129,909.38715,12.935341070315603,5822,60,363,19,24,306.01079861762526,0.716,68032
52,146,516.87665,18.43426480428783,6042,60,299,2,24,80.86784868883768,0.74605,69255
56,130,942.0955,14.8646614252644,7271,51,242,4,28,155.42768112953598,0.7404,73309
53,151,164.41492,4.729086146160909,7157,61,236,7,24,208.5214204097424,0.7947,35365
52,155,745.9011,14.731850285959295,6874,58,266,7,25,271.09802545754206,0.779,12631
